feature,importance_gain,importance_split
geo2_emb_2,16892.697235822678,5044
geo2_emb_18,16851.34273248911,5084
geo2_emb_16,16822.217927873135,4891
geo2_emb_20,16647.82520595193,5099
geo2_emb_37,16645.702288776636,5118
foundation_emb_1,16515.130614846945,967
geo2_emb_1,16492.025684148073,5072
geo2_emb_17,16453.693956196308,4978
geo2_emb_30,16115.754088968039,4864
geo1_emb_6,16111.527847796679,1774
geo2_emb_7,15820.018674373627,4852
geo2_emb_15,15818.862395346165,4928
geo2_emb_5,15706.047983914614,4890
geo3_collapse_x_foundation_u,14851.75090867281,4177
material_strength_score,13595.37358686328,722
has_superstructure_mud_mortar_stone,12927.577222645283,863
geo3_collapse_x_foundation_w,11859.310144841671,3890
has_strong_material,11814.47871530056,532
has_weak_material,11052.342444777489,150
roof_emb_1,10136.199941694736,1053
n_superstructure_types,9358.768706917763,2489
geo3_collapse_x_rc,9272.630817174911,2399
geo1_emb_11,7994.927380263805,1539
geo1_emb_9,7773.53836786747,1559
geo1_emb_5,7587.8269166350365,1574
has_superstructure_mud_mortar_brick,7385.168317377567,569
geo1_emb_4,7324.708299189806,1573
has_secondary_use,6965.959689259529,889
geo1_emb_0,6646.103820502758,1553
geo1_emb_2,6576.471841901541,1567
geo1_emb_14,6423.7480081915855,1275
geo1_emb_7,6245.053554534912,1389
position_emb_0,6148.371579438448,1422
geo1_emb_12,6049.8625119924545,1466
geo1_emb_3,6037.802904486656,1410
other_floor_emb_1,5866.031505167484,1105
geo1_emb_1,5614.7410126924515,1303
geo1_emb_10,5611.261336624622,1205
geo1_emb_15,5474.612811923027,1248
geo1_emb_13,5456.607568889856,1187
geo1_emb_8,5100.226215034723,1307
roof_emb_0,5079.561905890703,981
count_floors_pre_eq,4596.66370472312,1131
has_superstructure_cement_mortar_brick,4260.051271140575,356
position_emb_2,4181.100876092911,1286
foundation_emb_2,3980.7407705783844,955
position_emb_1,3896.6572265028954,1074
other_floor_emb_2,3848.7618804574013,837
ground_emb_0,3266.2005910277367,937
has_superstructure_stone_flag,3097.8490847349167,329
land_emb_0,3013.3445967435837,872
plan_emb_2,2974.151664376259,773
plan_emb_0,2813.6339930295944,714
has_superstructure_rc_engineered,2665.738186597824,362
has_superstructure_other,2342.623740553856,388
plan_emb_1,2276.2233103513718,821
has_secondary_use_agriculture,1997.512971818447,368
plan_emb_4,1906.2541325688362,496
has_superstructure_timber,1901.484500169754,491
land_emb_1,1801.6677007079124,497
ownership_emb_0,1690.3977596759796,466
ownership_emb_1,1483.384368956089,423
plan_emb_3,1360.7545349299908,405
has_rc,1095.5272824764252,102
has_superstructure_adobe_mud,1036.797789812088,247
has_secondary_use_hotel,993.795578956604,217
has_superstructure_cement_mortar_stone,859.4789826273918,180
has_secondary_use_rental,741.8571784496307,210
has_superstructure_bamboo,690.1099350452423,165
age_unknown,551.5857080817223,168
ownership_emb_2,545.7665361762047,162
has_secondary_use_other,438.1795325279236,135
has_secondary_use_industry,363.7768998146057,101
has_superstructure_rc_non_engineered,313.51490354537964,50
has_secondary_use_institution,97.85000956058502,46
has_secondary_use_school,16.693770170211792,11
has_secondary_use_gov_office,0.0,0
has_secondary_use_use_police,0.0,0
has_secondary_use_health_post,0.0,0
